verwijde	nloorsp	commenta	lrsID	nedespel	hduispel	jaarnl	herknl	oorsprnl	nedecog	hduitcog	nedetran	hduitran	herkhdui	oorsphdui
 	 	 	 	mama	mama	1832	6	5	 	 	mAma:	 	6	5
 	markt	 	 	markt	markt	1201	2	2	 	 	mArkt	 	2	2
 	 	 	 	merken	bemerken	1201	1	1	 	 	mErk@n	 	1	1
 	methode	 	 	methode	methode	1652	6	3	 	 	meto:d@	 	2	3
 	bedoel	 	 	menen	meinen	1265	1	1	 	 	b@dul@n	 	1	1
 	gemeenschappelijk	gemeente	 	gemeenschappelijk, gesamenlijk	gemeinschaftlich	1260	1	1	 	 	G@me:nsxAp@l@k	 	1	1
 	gemeenschapsniveau!	 	 	gemeenschapsniveau!	gemeinschaftsebene	1260	6	2	 	 	G@me:nsxApsnivo	 	1	1
 	meer	 	 	meer	mehr	1220	1	1	 	 	me:r	 	 	 
 	meer	 	 	meer	mehr	1220	1	1	 	 	me:r	 	1	1
 	meer	 	 	meer	mehr	 	1	1	 	 	me:r	 	1	1
 	meer	 	 	meer	mehr	 	1	1	 	 	me:r	 	1	1
 	meest!	 	 	meest!	meist	901	1	1	 	 	me:st	 	1	1
 	meeste!	 	 	meest!	meist	901	1	1	 	 	me:st	 	1	1
 	 	 	 	meestal	meistens	1771	1	1	 	 	me:stAl	 	1	1
 	middel	 	 	middel	mittel	1102	1	1	 	 	mId@l	 	1	1
 	 	GERARD SNAPT DEZE NIET	 	middelbaar	mittelbar	1354	1	1	 	 	mId@lba:r	 	1	1
 	middelgroot!	 	 	middelgroot!	mittelgross	1181	1	1	 	 	mId@lGro:t	 	1	1
 	 	 	 	midden	mitten	1285	1	1	 	 	mId@n	 	1	1
 	 	 	 	middag	nachmittag	901	1	1	 	 	mIdAx	 	1	1
 	militair	 	 	militair	militär	1586	6	2	 	 	militE:r	 	6	2
 	milieu	 	 	milieu	umwelt	1926	6	2	 	 	mIlj2:	 	1	1
 	 	 	 	miljard	milliarde	1872	6	2	 	 	mIljArt	 	6	2
 	miljoen	 	 	miljoen	million	1510	6	2	 	 	mIljun	 	5	2
 	mijn	 	 	mijn	mein	901	1	1	 	 	mein	 	1	1
 	 	 	 	min	minus	1236	1	1	 	 	mIn	 	2	2
 	min	 	 	min	schlecht	1236	1	1	 	 	mIn	 	1	1
 	slecht	 	 	slecht	schlecht	1201	1	1	 	 	slExt	 	1	1
 	 	 	 	meneer	herr	1871	1	1	 	 	m@ne:r	 	1	1
 	mijnheer	 	 	mijnheer	herr	1289	1	1	 	 	m@nE:r	 	1	1
 	minister_raad!	 	 	ministerraad!	ministerrat	 	8	2	 	 	minIst@rra:t	 	2	2
 	minderheid	 	 	minoriteit	minorität	1650	6	2	 	 	minoritEit	 	6	2
 	 	 	 	mis	FALSCH	1451	1	1	 	 	mIs	 	6	2
 	 	 	 	missen	fehlen	1200	1	1	 	 	mIs@n	 	6	2
 	misschien	 	 	misschien	vielleicht	1236	1	1	 	 	mIsxin	 	1	1
 	mislukken	lukken	 	mislukken	misslingen	1451	1	1	 	 	mIslYk@n	 	1	1
 	 	 	 	mist	Nebel	1287	1	1	 	 	mIst	 	1	1
 	 	midden	 	doormidden!	mittendurch	1285	1	1	 	 	do:rmId@n	 	1	1
 	mate	maat	 	mate	mass	1210	1	1	 	 	ma:t	 	1	1
 	 	 	 	maat	maß	1210	1	1	 	 	ma:t	 	1	1
 	zover!	 	 	maat!	maß	1210	1	1	 	 	ma:t	 	1	1
 	mogelijk	 	 	mogelijk	möglich	1201	1	1	 	 	mo:G@l@k	 	1	1
 	mogelijk_maken!	mogelijk	 	mogelijk maken!	ermöglichen	1201	1	1	 	 	mo:Gl@k ma:k@n	 	1	1
 	mogelijkheid	mogelijk	 	mogelijkheid	möglichkeit	1201	1	1	 	 	mo:G@l@khEit	 	1	1
 	eventueel	 	 	eventueel	eventuell	1824	6	2	 	 	ev@ntye:l	 	6	2
 	morgen	 	 	morgen	morgen	901	1	1	 	 	mOrG@n	 	1	1
 	 	 	 	ochtend	morgen	1351	1	1	 	 	Oxt@nt	 	1	1
 	motie	 	 	motie	andringsforslag	1817	7	2	 	 	mo:ti	 	1	1
 	modern	 	 	modern	modern	1618	6	2	 	 	modErn	 	6	2
 	modernisering	modern	 	modernisering	modernisierung	1618	6	2	 	 	modErnize:rIN	 	6	2
 	 	 	 	mooi	schön	1350	1	1	 	 	mo:i	 	1	1
 	 	 	 	melk	milch	1201	1	1	 	 	mElk	 	1	1
 	moment	 	 	moment	moment	1517	6	2	 	 	momEnt	 	2	2
 	moed	 	 	moed	mut	901	1	1	 	 	mut	 	1	1
 	bieden!	 	 	ontmoeten!	begegnen	1265	1	1	 	 	Ontmut@n	 	1	1
 	 	 	 	maan	Mond	901	1	1	 	 	ma:n	 	1	1
 	mondeling	mond	 	mondeling	mündlich	698	1	1	 	 	mOnd@lIN	 	1	1
 	 	 	 	tante	tante	1784	6	2	 	 	tAnt@	 	1	1
 	 	 	 	museum	museum	1770	2	3	 	 	myzeYm	 	2	3
 	 	 	 	muziek	musik	1201	6	3	 	 	myzik	 	2	3
 	 	 	 	naaien	nähen	1201	1	1	 	 	na:i@n	 	1	1
 	!	 	 	natie!	nation	1408	6	2	 	 	na:tsi	 	2	2
 	namelijk	 	 	namelijk	nähmlich	1236	1	1	 	 	na:m@l@k	 	1	1
 	des!	 	 	deste!	desto	1100	1	1	 	 	dEst@	 	1	1
 	nationale	 	 	nationaal	national	1619	6	2	 	 	nasjona:l	 	2	2
 	natuurlijk	natuur	 	natuurlijk	natürlich	1201	6	2	 	 	natyrl@k	 	2	2
 	 	 	 	nacht	nacht	901	1	1	 	 	nAxt	 	1	1
 	 	nood	 	nodig	nötig	1236	1	1	 	 	no:d@x	 	1	1
 	 	 	 	naast	neben	1285	1	1	 	 	na:st	 	1	1
 	naast	 	 	naast	neben	1285	1	1	 	 	na:st	 	1	1
 	naast	 	 	naast	neben	1285	1	1	 	 	na:st	 	1	1
 	noodzaak	noden	 	noodzaak	notwendigkeit	1201	1	1	 	 	no:tsa:k	 	1	1
 	noodzakelijk	noden	 	noodzakelijk	notwendig	1201	1	1	 	 	no:tsa:kl@k	 	1	1
 	overeenstemming	komen	 	overeenkomstig	ähnlich	901	1	1	 	 	o:v@re:nkOmst@x	 	1	1
 	volgens	 	 	volgens	gemäss	1599	1	1	 	 	vOlG@ns	 	1	1
 	negatief	 	 	negatief	negativ	1480	6	2	 	 	neGatif	 	2	2
 	na	 	 	na	nach	1200	1	1	 	 	na:	 	1	1
 	nieuwe	 	 	nieuw	neu	1040	1	1	 	 	niu	 	1	1
 	naar	 	 	naar	nach	1240	1	1	 	 	na:r	 	1	1
 	vermoedelijk	vermoeden	 	vermoedelijk	vermutlich	1254	1	1	 	 	v@rmud@l@k	 	1	1
 	voren	voor	 	naar voren	nach vorne	901	1	1	 	 	na:rvo:r@n	 	1	1
 	ga_na	gaan	 	nagaan	nachforschen	901	1	1	 	 	na:Ga:n	 	1	1
 	kom_na	komen	 	nakomen	nachkommen	901	1	1	 	 	na:kOm@	 	1	1
 	 	 	 	nagel	Fingernagel	1201	1	1	 	 	na:G@l	 	1	1
 	leef_na	leven	 	naleven	befolgen	901	1	1	 	 	na:le:v@n	 	1	1
 	naleving	leven	 	naleving	befolgung	901	1	1	 	 	na:le:vIN	 	1	1
 	nieuws!	 	 	nieuws	neuigkeit	1656	1	1	 	 	nius	 	1	1
 	 	 	 	nieuwsgierig	neugierig	1642	1	1	 	 	niwsGir@x	 	1	1
 	streef_na	streven	 	nastreven	nachstreben	1276	1	1	 	 	na:stre:v@n	 	1	1
 	nadenken	denken	 	nadenken	nachdenken	901	1	1	 	 	na:dENk@n	 	1	1
 	denk_na	denken	 	nadenken	nachdenken	901	1	1	 	 	na:dENk@n	 	1	1
 	 	 	 	nek	nacken	1350	1	1	 	 	nEk	 	1	1
 	niet	 	 	niet	nicht	901	1	1	 	 	nit	 	1	1
 	niet	 	 	niet	nicht	901	1	1	 	 	nit	 	1	1
 	 	geloven	 	ongelooflijk	unglaublich	1201	1	1	 	 	ONG@lo:fl@k	 	1	1
 	niet-gouvernementel	 	 	niet-gouvernementel	 	 	 	 	 	 	nitxuvErn@mEnte:l	 	 	 
 	ongeacht!	achten	 	ongeacht!	trotz	1265	1	1	 	 	OnG@Axt	 	9	9
 	ondanks	 	 	ondanks	trotz	1350	1	1	 	 	OndANks	 	9	9
 	netwerk	net	 	netwerk	netz	1201	1	1	 	 	nEtwErk	 	1	1
 	noemen	 	 	noemen	nennen	1249	1	1	 	 	num@n	 	1	1
 	noem	 	 	noemen	nennen	1249	1	1	 	 	num@n	 	1	1
 	 	 	 	nergens	nirgendwo	1379	1	1	 	 	nErG@ns	 	1	1
 	 	 	 	niets	nichts	1270	1	1	 	 	nits	 	1	1
 	niets!	 	 	niets!	nichts	1270	1	1	 	 	nits	 	1	1
 	 	 	 	niks	nichts	1784	8	1	 	 	nIks	 	1	1
 	nemen	 	 	nemen	nehmen	901	1	1	 	 	ne:m@n	 	1	1
 	neem	 	 	nemen	nehmen	901	1	1	 	 	ne:m@n	 	1	1
 	 	 	 	negen	neun	1201	1	1	 	 	ne:G@n	 	1	1
 	 	negen	 	negende	neuntel	1201	1	1	 	 	ne:G@nd@	 	1	1
 	 	 	 	negentig	neunzig	1201	1	1	 	 	ne:G@nt@x	 	1	1
 	nu	 	 	nu	nun	901	1	1	 	 	ny	 	1	1
 	nooit	 	 	nooit	nie	1265	1	1	 	 	no:it	 	1	1
 	 	 	 	nooit	niemals	1265	1	1	 	 	no:it	 	1	1
 	 	 	 	graan	korn	1240	2	2	 	 	Gra:n	 	1	1
 	 	 	 	aangenaam	angenehm	1475	1	1	 	 	a:nG@na:m	 	1	1
 	 	nog	 	nogal	ziemlich	1100	1	1	 	 	nOGAl	 	1	1
 	nogal!	nog	 	nogal!	ziemlich	1100	1	1	 	 	nOGAl	 	1	1
 	nogmaals	maal	 	nogmaals	nochmals	1246	1	1	 	 	nOGma:ls	 	1	1
 	 	 	 	normaal	normal	1847	6	2	 	 	nOrma:l	 	2	2
 	nota!	 	 	noteren!	notieren	1400	6	2	 	 	note:r@n	 	2	2
 	notulen	 	 	notulen	protokoll	1592	6	2	 	 	notyl@n	 	2	2
 	 	 	 	november	november	1266	2	2	 	 	novEmb@r	 	2	2
 	noch	 	 	noch	noch	901	1	1	 	 	nOx	 	1	1
 	nog	 	 	nog	noch	1200	1	1	 	 	nOx	 	1	1
 	nog	 	 	nog	noch	1200	1	1	 	 	nOx	 	1	1
 	norm	 	 	norm	norm	1889	8	2	 	 	nOrm	 	2	2
 	 	 	 	nul	null	1508	6	2	 	 	nYl	 	2	2
 	 	 	 	noot	nuss	1285	1	1	 	 	no:t	 	1	1
 	af	 	 	af	ab	701	1	1	 	 	Af	 	1	1
 	 	 	 	ouder	elternteil	1287	1	1	 	 	Aud@r	 	1	1
 	 	deel	 	afdeling	abteilung	1343	1	1	 	 	Afde:lIN	 	1	1
 	afval	vallen	 	afval	abfall	901	1	1	 	 	AffAl	 	1	1
 	vraag_af	 	 	afvragen	fragen sich	1201	1	1	 	 	Affra:G@n	 	1	1
 	vraag	 	 	afvragen zich	fragen sich	1201	1	1	 	 	Affra:G@n zIx	 	1	1
 	enorm	 	 	enorm	enorm	1477	6	2	 	 	enOrm	 	6	2
 	 	vrees	 	vreselijk	schrecklich	901	1	1	 	 	vre:s@l@k	 	1	1
 	afhangen!	hangen	 	afhangen!	abhangen	1236	1	1	 	 	AfhAN@n	 	1	1
 	afhankelijk!	hangen	 	afhankelijk!	abhänging	1236	1	1	 	 	AfhANk@l@k	 	1	1
 	ooit	 	 	ooit	je	1265	1	1	 	 	o:it	 	1	1
 	leg_af	 	 	afleggen	ablegen	1201	1	1	 	 	AflEG@n	 	1	1
 	anderzijds	zijde	 	anderzijds	anderseits	1220	1	1	 	 	And@rzEits	 	1	1
 	rond_af	 	 	afronden	aufrunden	1236	6	2	 	 	AfrOnd@n	 	6	2
 	afgelopen	lopen	 	afgelopen	letzt	901	1	1	 	 	Afx@lo:p@n	 	1	1
 	schaffen!	 	 	afschaffen!	abschaffen	1350	8	9	 	 	AfsxAf@n	 	9	9
 	afsluiten!	schrijven	 	afschrijven	abschreiben	1236	2	2	 	 	AfsxrEiv@n	 	2	2
 	onderstrepen	sluiten	 	afsluiten	abschliessen	901	1	1	 	 	Afsl9yt@n	 	1	1
 	 	spreken	 	afspraak	absprache	901	1	1	 	 	Afspra:k	 	1	1
 	 	spreken	 	afspreken	absprechen	901	1	1	 	 	Afspre:k@	 	1	1
 	onthoud	staan	 	afstaan	abtreten	901	1	1	 	 	Afsta:n	 	1	1
 	 	stand	 	afstand	abstand	1343	1	1	 	 	AfstAnt	 	1	1
 	 	studeren	 	afstuderen	absolvieren	1265	2	2	 	 	Afstyde:r@n	 	9	9
 	oud	 	 	oud	alt	893	1	1	 	 	Aut	 	1	1
 	 	 	 	anderhalf	anderthalb	1272	1	1	 	 	And@rhAlf	 	1	1
 	 	 	 	aan	an	901	1	1	 	 	a:n	?an	1	1
 	aan	 	 	aan	an	901	1	1	 	 	a:n	?an	1	1
 	enerzijds	zijde	 	enerzijds	einerseits	1220	1	1	 	 	en@rzEits	 	 	 
 	aanbevelen!	 	 	aanbevelen!	empfehlen	1664	1	1	 	 	a:nb@ve:l@n	 	1	1
 	aanbeveling	aanbevelen	 	aanbeveling	empfehlung	1664	1	1	 	 	a:nb@ve:lIN	 	1	1
 	betref	treffen	 	betreffen	betreffen	1409	1	1	 	 	b@trEf@n	 	1	1
 	betreffende	treffen	 	betreffende	hinsichtlich	1409	1	1	 	 	b@trEf@nd@	 	1	1
 	betrokken	betrekkelijk	 	betrokken	beteiligt	1350	9	9	 	 	b@trOk@n	 	1	1
 	desbetreffend	 	 	desbetreffend	diesbezüglich	1409	8	1	 	 	dEsb@trEf@nt	 	1	1
 	aandeel!	deel	 	aandeel!	anteil	901	1	1	 	 	a:nde:l	?antajl	1	1
 	aangedaan!	aandoening	 	aangedaan!	gerührt	1553	1	1	 	 	a:nG@da:n	g@Ry:6t	1	1
 	 	doen	 	aandoen	antun	901	1	1	 	 	a:ndun	?antu:n	1	1
 	 	 	 	voortduren	dauern	1220	6	2	 	 	vo:rtdyr@n	 	2	2
 	vul_aan	vullen	 	aanvullen	ergänzen	1201	1	1	 	 	a:nvYl@n	 	1	1
 	aanvaard	 	 	aanvaarden	annehmen	1201	1	1	 	 	a:nva:rd@n	 	1	1
 	aangelegenheid	gelegenheid	 	aangelegenheid	angelegenheit	1475	1	1	 	 	a:nG@le:G@nhEit	?ang@le:g@nhajt	1	1
 	ga_aan	 	 	aangaan	angehen	901	1	1	 	 	a:nGa:n	?ange:@n	1	1
 	betreffende	gaan	 	aangaande	im bezug auf	901	1	1	 	 	a:nGa:nd@	 	1	1
 	inzake	zaak	 	inzake	bezüglich	901	1	1	 	 	Inza:k@	 	1	1
 	 	zicht	 	ten opzichte van	gegenüber	1410	1	1	 	 	t@n OpsIxt@ vAn	 	1	1
 	opzichte!	zicht	 	ten opzichte van!	gegenüber	1410	1	1	 	 	t@n OpsIxt@ vAn	 	1	1
 	 	zien	 	ten aanzien van	in bezug auf	901	1	1	 	 	t@n a:nzin vAn	 	1	1
 	betreft	gaan	 	aangaande	bezüglich	901	1	1	 	 	a:nGa:nd@	b@tsy:klIC	1	1
 	neem_aan	nemen	 	aannemen	annehmen	901	1	1	 	 	a:ne:m@n	 	1	1
 	aanneming!	nemen	 	aanneming!	annahme	901	1	1	 	 	a:ne:mIN	 	1	1
 	aanvaardbaar	aanvaarden	 	aanvaardbaar	akzeptabel	1201	1	1	 	 	a:nva:rtba:r	 	6	2
 	aangeven	 	 	aangeven	angeben	901	1	1	 	 	a:nGe:v@n	?ange:bn	1	1
 	aanklager!	klagen	 	aanklager!	ankläger	1237	1	1	 	 	a:nkla:G@r	 	1	1
 	 	komen	 	aankomen	ankommen	901	1	1	 	 	a:nko:m@n	 	1	1
 	kondig_aan	kond	 	aankondigen	ankündigen	901	1	1	 	 	a:nkOnd@G@n	 	1	1
 	reden	 	 	aanleiding	anlass	1614	1	1	 	 	a:nlEidIN	 	1	1
 	installatie!	leggen	 	aanleg!	anlage	1201	1	1	 	 	a:nlEx	 	1	1
 	aanmerking	 	 	aanmerking	bemerkung	1201	1	1	 	 	a:nmerking	 	1	1
 	aanmoediging	moed	 	aanmoedigen	ermutigen	901	1	1	 	 	a:nmud@G@n	 	1	1
 	benadering	 	 	benadering	angehensweise	 	1	1	 	 	b@na:d@rIN	 	1	1
 	aanpak	pakken	 	aanpak	herangehensweise	1450	1	1	 	 	a:npAk	 	1	1
 	pak_aan	pakken	 	aanpakken	anfassen	1450	1	1	 	 	a:npAk@n	 	1	1
 	pas_aan	passen	 	aanpassen	anpassen	1350	6	2	 	 	a:npAs@n	 	6	2
 	aanpassing	passen	 	aanpassing	anpassung	1350	6	2	 	 	a:npAsIN	 	6	2
 	bestaan!	raden	 	aanraden!	anraten	1201	1	1	 	 	a:nra:d@n	 	1	1
 	aanzienlijk!	zien	 	aanzienlijk!	ansehnlich	1200	1	1	 	 	a:nzinl@k	 	1	1
 	treed_toe	treden	 	toetreden	beitreten	901	1	1	 	 	tutre:d@n	 	1	1
 	 	sluiten	 	aansluiten!	anschliessen	1201	1	1	 	 	a:nsl9yt@n	 	1	1
 	tot	 	 	tot	bis	901	1	1	 	 	tOt	 	1	1
 	 	 	 	totdat	bis dass	1285	1	1	 	 	todAt	 	1	1
 	tast_aan	tasten	 	aantasten	angreifen	1201	1	1	 	 	a:ntAst@n	 	1	1
 	herinnering	herinneren	 	herinnering	erinnerung	1644	8	1	 	 	hErIn@rIN	 	1	1
 	alleen	dus	 	tot dusver!	bisher	1201	1	1	 	 	tOtdYsfEr	 	1	1
 	aanwezig!	 	 	aanwezig!	anwesend	1783	1	1	 	 	a:nwe:z@x	 	1	1
 	aanwezigheid	aanwezig	 	aanwezigheid	anwesenheit	1783	1	1	 	 	a:nwe:z@xhEit	 	1	1
 	overig	over	 	overig	übrig	901	1	1	 	 	o:v@r@x	 	1	1
 	andere	 	 	ander	ander	901	1	1	 	 	And@r	 	1	1
 	 	kant	 	overkant	andere seite	1248	6	2	 	 	o:v@rkAnt	 	1	1
 	oordelen!	 	 	oordelen!	urteilen	1201	1	1	 	 	o:rde:l@n	 	1	1
 	oorsprong!	 	 	oorsprong!	ursprung	1301	1	1	 	 	o:rsprON	 	1	1
 	aanleiding!	 	 	oorsprong!	ursprung	1301	1	1	 	 	o:rsprON	 	1	1
 	oorspronkelijk	oorsrpong	 	oorspronkelijk	ursprünglich	1301	1	1	 	 	o:rsprOnk@l@k	 	1	1
 	 	 	 	anders	anders	1201	1	1	 	 	And@rs	 	1	1
 	anders!	 	 	anders!	anders	1201	1	1	 	 	And@rs	 	1	1
 	overigens	 	 	overigens	übrigens	1735	8	1	 	 	o:v@r@G@ns	 	1	1
 	of	 	 	of	oder	901	1	1	 	 	Of	 	1	1
 	 	 	 	tenzij	es sei denn dass	1453	1	1	 	 	tEnzEi	 	1	1
 	officieel	 	 	officieel	offiziell	1824	6	2	 	 	Ofisje:l	 	6	2
 	 	 	 	ofwel	oder	1201	1	1	 	 	OfwEl	 	1	1
 	ofwel!	 	 	ofwel!	entweder	1201	1	1	 	 	OfwEl	 	1	1
 	 	 	 	oktober	oktober	1050	2	2	 	 	Okto:b@r	 	2	2
 	al	 	 	al	schon	1634	1	1	 	 	Al	 	1	1
 	alle	 	 	al	all	901	1	1	 	 	Al	 	1	1
 	reeds	 	 	reeds	bereits	1658	1	1	 	 	re:ts	 	1	1
 	alle	 	 	alle	alle	901	1	1	 	 	Al@	 	1	1
 	allebei!	 	 	allebei!	beide	1201	1	1	 	 	Al@bEi	 	1	1
 	 	 	 	allen	allen	901	1	1	 	 	Al@n	 	1	1
 	allen	 	 	allemaal	alle	1287	1	1	 	 	Al@ma:l	 	1	1
 	 	 	 	allemaal	alle	 	1	1	 	 	Al@ma:l	 	1	1
 	alles	 	 	alles	alles	1599	1	1	 	 	Al@s	 	1	1
 	 	 	 	allerlei	allerlei	1400	6	2	 	 	Al@rlEi	 	6	2
 	allereerst	 	 	allereerst	allererst	1278	1	1	 	 	Al@re:rst	 	1	1
 	 	elf	 	elfde	elfte	1220	1	1	 	 	Elfd@	 	1	1
 	algemeen	 	 	algemeen	allgemein	1573	1	1	 	 	AlG@me:n	 	1	1
 	altijd	 	 	altijd	immer	1248	1	1	 	 	AltEit	 	1	1
 	 	 	 	elf	elf	1220	1	1	 	 	Elf	 	1	1
 	 	weer	 	alweer	schon wieder	901	1	1	 	 	Alwe:r	 	1	1
 	om	 	 	om	um	1272	1	1	 	 	Om	 	1	1
 	om	 	 	om	um	901	1	1	 	 	Om	 	1	1
 	immers	 	 	immers	ja	1530	1	1	 	 	Im@rs	 	1	1
 	omvang	vangen	 	omvang	umfang	1279	1	1	 	 	OmvAN	 	1	1
 	omvatten	vatten	 	omvatten	umfassen	1477	1	1	 	 	OmvAt@n	 	1	1
 	op	 	 	omhoog	empor	1486	1	1	 	 	Omho:x	 	9	9
 	zet_om	zetten	 	omzetten	umsetzen	901	1	1	 	 	OmzEt@n	 	1	1
 	omstandigheid	 	 	omstandigheid	umständlichkeit	1740	1	1	 	 	OmstAnd@GhEit	 	1	1
 	omstandigheid	 	 	omstandigheid	umstand	1740	1	1	 	 	OmstAnd@GhEit	 	1	1
 	aangezien	 	 	aangezien	da	1465	1	1	 	 	a:nG@zin	 	1	1
 	 	 	 	omdat	weil	1637	1	1	 	 	OmdAt	 	1	1
 	overweging	wegen	 	overweging	erwägung	1201	1	1	 	 	o:v@rwe:GIN	 	1	1
 	onaanvaardbaar	acceptabel	 	onacceptabel	unakzeptabel	1720	6	2	 	 	OnAksEpta:b@l	 	6	2
 	onafhankelijk	hangen	 	onafhankelijk	unabhängig	1236	1	1	 	 	OnAfhANk@l@k	 	1	1
 	op	 	 	op	auf	777	1	1	 	 	Op	 	1	1
 	 	 	 	opereren	operieren	1805	6	2	 	 	op@re:r@n	 	2	2
 	beoog	 	 	beogen	beabsichtigen	901	1	1	 	 	b@o:G@n	 	1	1
 	momenteel!	 	 	op het ogenblik	in dem moment	1485	1	1	 	 	momEnte:l	 	2	2
 	bouw_op	bouwen	 	opbouwen	aufbauen	901	1	1	 	 	OpbAuw@n	 	1	1
 	 	bel	 	opbellen	anrufen	1236	1	1	 	 	OpbEl@n	 	1	1
 	herstellen	stellen	 	herstellen	erholen	1260	1	1	 	 	hErstEl@n	 	1	1
 	opdracht	dragen	 	opdracht	auftrag	1236	1	1	 	 	OpdrAxt	 	1	1
 	mening	 	 	opvatting	ansicht	1477	1	1	 	 	opfAtIN	 	1	1
 	opvatting	vatten	 	opvatting	auffassung	1477	1	1	 	 	OpfAtIN	 	1	1
 	beschouw	vatten	 	opvatten	auffassen	1477	1	1	 	 	OpfAt@n	 	1	1
 	 	 	 	opvallen	auffallen	901	1	1	 	 	OpfAl@n	 	1	1
 	 	halen	 	ophalen	abholen	1265	1	1	 	 	Opha:l@n	 	1	1
 	 	hangen	 	ophangen	aufhängen	1236	1	1	 	 	OphAN@n	 	1	1
 	ophouden	houden	 	ophouden	aufhören	901	1	1	 	 	OphAud@n	 	1	1
 	opinie	 	 	opinie	meinung	1291	6	2	 	 	opini	 	1	1
 	 	eten	 	opeten	aufessen	901	1	1	 	 	Ope:t@n	 	1	1
 	treed_op	treden	 	optreden	auftreten	901	1	1	 	 	Optre:d@n	 	1	1
 	lever_op	leveren	 	opleveren	einbringen	1230	6	2	 	 	Ople:v@rj@	 	1	1
 	leg_op	leggen	 	opleggen	auferlegen	1201	1	1	 	 	OplEG@n	 	1	1
 	los_op	los	 	oplossen	auflösen	1277	1	1	 	 	OplOs@	 	1	1
 	merk_op	merken	 	opmerken	bemerken	1201	1	1	 	 	OpmErk@n	 	1	1
 	aandacht!	merken	 	opmerken!	bemerken	1201	1	1	 	 	OpmErk@n	 	1	1
 	opmerking	merken	 	opmerking	bemerkung	1201	1	1	 	 	OpmErkIN	 	1	1
 	 	 	 	opnieuw	aufs neue	1450	1	1	 	 	Opniu	 	1	1
 	opnieuw	 	 	opnieuw	wiederum	1450	1	1	 	 	Opniu	 	1	1
 	opneem	nemen	 	opnemen!	aufnehmen	901	1	1	 	 	Opne:m@n	 	1	1
 	neem_op	nemen	 	opnemen	aufnehmen	901	1	1	 	 	Opne:m@n	 	1	1
 	 	 	 	opname	aufnahme	1828	8	1	 	 	Opna:m@	 	1	1
 	 	pas	 	oppassen	aufpassen	1265	6	2	 	 	OppAs@n	 	10	2
 	richt_op	richten	 	oprichten	errichten	1201	1	1	 	 	OprIxt@n	 	1	1
 	breid_uit	richten	 	oprichten!	aufrichten	1201	1	1	 	 	OprIxt@n	 	1	1
 	 	ruim	 	opruimen	aufräumen	1351	1	1	 	 	Opr9ym@nen	 	1	1
 	roepen	 	 	oproepen	aufrufen	901	1	1	 	 	Oprup@n	 	1	1
 	roep_op	roepen	 	oproepen	auffordern	901	1	1	 	 	Oprup@n	 	1	1
 	zet_op	 	 	opzetten	aufsetzen	901	1	1	 	 	OpsEt@n	 	1	1
 	 	zoeken	 	opzoeken	aufsuchen	901	1	1	 	 	Opsuk@n	 	1	1
 	opzicht	zicht	 	opzicht	aufsicht	1410	1	1	 	 	OpsIxt	 	1	1
 	betrekking	zicht	 	opzicht	hinsicht	1401	1	1	 	 	OpsIxt	 	1	1
 	 	schrijven	 	opschrijven	aufschreiben	1236	2	2	 	 	OpsxrEiv@n	 	2	2
 	stel_op	stellen	 	opstellen	aufstellen	1260	1	1	 	 	OpstEl@n	 	1	1
 	 	staan	 	opstaan	aufstehen	901	1	1	 	 	Opsta:n	 	1	1
 	 	 	 	oranje	orange	1282	6	5	 	 	orAnj@	 	6	5
 	orgaan	 	 	orgaan	organ	1466	2	3	 	 	OrGa:n	 	2	3
 	organiseer	 	 	organiseren	organisieren	1786	6	2	 	 	OrGanize:r@n	 	6	2
 	als	 	 	als	wenn	1200	1	1	 	 	Als	 	1	1
 	als	 	 	als	wenn	1200	1	1	 	 	Als	 	1	1
 	 	als	 	alsof	als ob	1200	1	1	 	 	AlsOf	 	1	1
 	dan	 	 	dan	als	901	1	1	 	 	dAn	 	1	1
 	tenslotte	slot	 	tot slot	zum schluss	1201	1	1	 	 	tOt slOt	 	1	1
 	 	onderschikkend	 	of	ob	901	1	1	 	 	Of	 	1	1
 	 	 	 	perfect	perfekt	1479	2	2	 	 	p@rfEkt	 	2	2
 	persoonlijk	persoon	 	persoonlijk	persönlich	1254	2	2	 	 	p@rso:nl@k	 	2	2
 	gesprek	 	 	gesprek	gespräch	1599	1	1	 	 	G@sprEk	 	1	1
 	 	kindertaal uit grootpa CHECK OMA	 	opa	grossvater	1897	5	5	 	 	o:pa:	 	6	2
 	 	kindertaal uit grootpa CHECK OMA	 	opa	grossvater	1897	5	5	 	 	o:pa:	 	6	2
 	 	 	 	pad	pfad	1201	1	1	 	 	pAt	 	1	1
 	 	 	 	pakken	nehmen	1450	6	2	 	 	pAk@n	 	1	1
 	 	 	 	papier	papier	1301	6	3	 	 	papir	 	6	3
 	parlementslid	 	 	parlementslid	parlamentsmitglied	1265	8	2	 	 	pArl@mEntslIt	 	6	2
 	parlementaire!	partement	 	parlementair!	parlamentarisch	1265	6	2	 	 	pArl@mEntE:r	 	6	2
 	part!	 	 	part!	teil	1350	6	2	 	 	pArt	 	1	1
 	partner	 	 	partner	partner	1847	7	2	 	 	pArtn@r	 	7	2
 	partnerschap	partner	 	partnerschap	partnerschaft	1847	7	2	 	 	pArtn@rsxAp	 	7	2
 	 	 	 	per	per	1579	2	2	 	 	pEr	 	2	2
